ident;type;iata_code
SVPT;medium_airport;PTM
SVRS;small_airport;LRV
SVS;small_airport;SVS
SVSA;medium_airport;SVZ
SVSB;small_airport;SBB
SVSE;medium_airport;SNV
SVSO;medium_airport;STD
SVSP;medium_airport;SNF
SVSR;medium_airport;SFD
SVST;medium_airport;SOM
SVSZ;medium_airport;STB
SVTC;medium_airport;TUV
SVTM;medium_airport;TMO
SVUM;small_airport;URM
SVVA;medium_airport;VLN
SVVG;medium_airport;VIG
SVVL;medium_airport;VLV
SVVP;medium_airport;VDP
SWAY;small_airport;0
SWBA;small_airport;0
SWBC;small_airport;BAZ
SWBG;small_airport;LCB
SWBR;small_airport;RBB
SWCA;small_airport;CAF
SWCQ;small_airport;CQS
SWCZ;small_airport;0
SWDM;small_airport;DMT
SWDN;small_airport;DNO
SWE;small_airport;SWE
SWEI;small_airport;ERN
SWEK;small_airport;CQA
SWFX;small_airport;SXO
SWG;small_airport;SWG
SWGI;small_airport;GRP
SWGN;medium_airport;AUX
SWHT;small_airport;HUW
SWIA;small_airport;0
SWII;small_airport;IPG
SWIY;small_airport;IDO
SWJI;small_airport;JPR
SWJN;small_airport;JIA
SWJU;small_airport;JRN
SWJW;small_airport;JTI
SWKC;small_airport;CCX
SWKO;small_airport;CIZ
SWKT;small_airport;TLZ
SWKX;small_airport;0
SWLB;small_airport;LBR
SWLC;small_airport;RVD
SWMW;small_airport;MBZ
SWNA;small_airport;NVP
SWNI;small_airport;AQM
SWNK;small_airport;BCR
SWNQ;small_airport;NQL
SWNS;small_airport;APS
SWOB;small_airport;FBA
SWPG;small_airport;PBV
SWPI;small_airport;PIN
SWPM;small_airport;PBQ
SWPQ;small_airport;PBX
SWR;small_airport;SWR
SWRA;small_airport;AAI
SWRD;small_airport;ROO
SWRP;small_airport;AIR
SWSI;small_airport;OPS
SWST;small_airport;STZ
SWTP;small_airport;IRZ
SWTS;small_airport;TGQ
SWTU;small_airport;AZL
SWTY;small_airport;QHN
SWUA;small_airport;SQM
SWVB;small_airport;MTG
SWVC;small_airport;VLP
SWXM;small_airport;MBK
SWXV;small_airport;NOK
SXH;small_airport;SXH
SXP;small_airport;SXP
SYAH;small_airport;AHL
SYAN;small_airport;NAI
SYB;small_airport;SYB
SYBR;small_airport;BMJ
SYBT;small_airport;GFO
SYCJ;medium_airport;GEO
SYF;seaplane_base;SYF
SYGO;medium_airport;OGL
SYIB;small_airport;IMB
SYKM;small_airport;KAR
SYKR;small_airport;KRM
SYKS;small_airport;KRG
SYKT;small_airport;KTO
SYKZ;small_airport;KKG
SYL;heliport;SYL
SYLP;small_airport;LUB
SYLT;medium_airport;LTM
SYMB;small_airport;USI
SYMD;small_airport;MHA
SYMM;small_airport;MYM
SYMR;small_airport;MWJ
SYN;small_airport;SYN
SYNA;small_airport;QSX
SYOR;small_airport;ORJ
SYPM;small_airport;PMT
SYPR;small_airport;PRR
SYSC;small_airport;SDC
SYSK;small_airport;SKM
SZN;small_airport;SZN
SZP;small_airport;SZP
TAA;closed;TAA
TAPA;medium_airport;ANU
TAPH;small_airport;BBQ
TBA;closed;TBA
TBE;small_airport;TBE
TBPB;medium_airport;BGI
TBQ;small_airport;TBQ
TBV;small_airport;TBV
TCK;small_airport;TCK
TCT;small_airport;TCT
TDB;small_airport;TDB
TDCF;medium_airport;DCF
TDPD;medium_airport;DOM
TDS;small_airport;TDS
TEO;small_airport;TEO
TFB;small_airport;TFB
TFFA;small_airport;DSD
TFFB;small_airport;BBR
TFFC;small_airport;SFC
TFFF;medium_airport;FDF
TFFG;medium_airport;SFG
TFFJ;medium_airport;SBH
TFFM;medium_airport;GBJ
TFFR;large_airport;PTP
TFFS;small_airport;LSS
TFY;small_airport;TFY
TGL;small_airport;TGL
TGPY;medium_airport;GND
TGPZ;small_airport;CRU
THW;seaplane_base;THW
TIG;closed;TIG
TIST;medium_airport;STT
TISX;medium_airport;STX
TJAB;medium_airport;ARE
TJBQ;medium_airport;BQN
TJC;small_airport;TJC
TJCG;closed;VQS
TJCP;small_airport;CPX
TJFA;medium_airport;FAJ
TJIG;medium_airport;SIG
TJMZ;medium_airport;MAZ
TJPS;medium_airport;PSE
TJRV;small_airport;NRR
TJSJ;large_airport;SJU
TJVQ;small_airport;VQS
TKE;seaplane_base;TKE
TKL;seaplane_base;TKL
TKPK;medium_airport;SKB
TKPN;medium_airport;NEV
TLP;small_airport;TLP
TLPC;medium_airport;SLU
TLPL;medium_airport;UVF
TLT;small_airport;TLT
TN-0002;large_airport;NBE
TNCA;medium_airport;AUA
TNCB;medium_airport;BON
TNCC;medium_airport;CUR
TNCE;medium_airport;EUX
TNCM;large_airport;SXM
TNCS;small_airport;SAB
TNW;medium_airport;TNW
TOK;small_airport;TOK
TPO;small_airport;PTA
TPT;small_airport;TPT
TQPF;medium_airport;AXA
TR-0017;small_airport;BGG
TR-0025;small_airport;OGU
TR-0026;medium_airport;IGD
TR-0043;large_airport;IST
TRPG;medium_airport;MNI
TSG;small_airport;TSG
TSI;small_airport;TSI
TSK;closed;TSK
TTCP;medium_airport;TAB
TTPP;medium_airport;POS
TTW;seaplane_base;TTW
TUE;small_airport;TUE
TUJ;small_airport;TUJ
TUPA;small_airport;NGD
TUPJ;medium_airport;EIS
TUPW;small_airport;VIJ
TUT;closed;TUT
TUZ;closed;BR-
TVSA;medium_airport;SVD
TVSB;medium_airport;BQU
TVSC;medium_airport;CIW
TVSM;medium_airport;MQS
TVSU;medium_airport;UNI
TVSV;closed;SVD
TW-0002;small_airport;DSX
TW-CMJ;small_airport;CMJ
TWH;seaplane_base;TWH
TXKF;medium_airport;BDA
TYE;small_airport;TYE
TZ-GIT;small_airport;GIT
TZ-LUY;small_airport;LUY
U41;small_airport;DBS
UA-0049;small_airport;MXR
UA-0050;small_airport;KHU
UAAA;large_airport;ALA
UAAH;medium_airport;BXH
UAAR;small_airport;BXJ
UACC;large_airport;TSE
UACK;medium_airport;KOV
UACP;medium_airport;PPK
UADD;medium_airport;DMB
UAE;small_airport;UAE
UAFL;medium_airport;IKU
UAFM;large_airport;FRU
UAFO;medium_airport;OSS
UAII;medium_airport;CIT
UAKD;medium_airport;DZN
UAKK;large_airport;KGF
UAOO;small_airport;KZO
UARR;medium_airport;URA
UASB;medium_airport;EKB
UASE;small_airport;SZI
UASK;medium_airport;UKK
UASP;medium_airport;PWQ
UASS;medium_airport;PLX
UATE;medium_airport;SCO
UATG;medium_airport;GUW
UATT;medium_airport;AKX
UAUR;small_airport;AYK
UAUU;medium_airport;KSN
UBBB;large_airport;GYD
UBBG;medium_airport;KVD
UBBL;small_airport;LLK
UBBN;medium_airport;NAJ
UBBQ;medium_airport;GBB
UBBY;small_airport;ZTU
UBEE;small_airport;YLV
UBI;small_airport;UBI
UDSG;medium_airport;LWN
UDYZ;large_airport;EVN
UEBB;small_airport;BQJ
UEBS;small_airport;SUK
UEBT;small_airport;UKG
UECT;small_airport;TLK
UEEA;small_airport;ADH
UEEE;medium_airport;YKS
UELL;medium_airport;NER
UEMA;medium_airport;MQJ
UEMM;medium_airport;GYG
UEMO;medium_airport;OLZ
UEMT;medium_airport;USR
UEMU;small_airport;UMS
UENI;small_airport;VHV
UENN;small_airport;NYR
UENS;small_airport;SUY
UENW;medium_airport;VYI
UERL;medium_airport;ULK
UERO;small_airport;ONK
UERP;medium_airport;PYJ
UERR;medium_airport;MJZ
UERS;medium_airport;SYS
UESG;medium_airport;BGN
UESK;medium_airport;SEK
UESO;medium_airport;CKH
UESS;medium_airport;CYX
UEST;medium_airport;IKS
UESU;medium_airport;ZKP
UG-OYG;small_airport;OYG
UGB;small_airport;UGB
UGKO;medium_airport;KUT
UGSB;medium_airport;BUS
UGSS;medium_airport;SUI
UGTB;large_airport;TBS
UHBB;medium_airport;BQS
UHBI;small_airport;GDG
UHBW;small_airport;TYD
UHHH;large_airport;KHV
UHKK;medium_airport;KXK
UHKM;medium_airport;GVN
UHMA;medium_airport;DYR
UHMD;medium_airport;PVS
UHMM;medium_airport;GDX
UHMO;small_airport;KVM
UHMP;medium_airport;PWE
UHNB;small_airport;BQG
UHNN;medium_airport;NLI
UHOO;medium_airport;OHO
UHPP;medium_airport;PKC
UHSB;small_airport;BVV
UHSH;small_airport;OHH
UHSI;small_airport;ITU
UHSK;small_airport;EKS
UHSM;small_airport;DEE
UHSO;small_airport;ZZO
UHSS;medium_airport;UUS
UHTG;small_airport;AEM
UHTQ;small_airport;ETL
UHWE;small_airport;EDN
UHWK;small_airport;KVR
UHWP;small_airport;TLY
UHWT;small_airport;NEI
UHWW;medium_airport;VVO
UIAA;medium_airport;HTA
UIBB;medium_airport;BTK
UIBS;small_airport;UIK
UIII;medium_airport;IKT
UIKB;small_airport;ODO
UIKE;small_airport;ERG
UIKK;small_airport;KCK
UITT;medium_airport;UKX
UIUU;medium_airport;UUD
UJAP;small_airport;UJE
UJN;small_airport;UJN
UKBB;large_airport;KBP
UKCC;closed;DOK
UKCK;small_airport;KRQ
UKCM;medium_airport;MPW
UKCS;small_airport;SEV
UKCW;medium_airport;VSG
UKDB;closed;ERD
UKDD;medium_airport;DNK
UKDE;medium_airport;OZH
UKDR;medium_airport;KWG
UKFB;medium_airport;UKS
UKFF;large_airport;SIP
UKFK;small_airport;KHC
UKH;small_airport;UKH
UKHH;large_airport;HRK
UKHP;small_airport;PLV
UKHS;small_airport;UMY
UKKE;medium_airport;CKC
UKKG;small_airport;KGO
UKKK;medium_airport;IEV
UKKM;medium_airport;GML
UKKV;small_airport;ZTR
UKLC;small_airport;UCK
UKLH;medium_airport;HMJ
UKLI;medium_airport;IFO
UKLL;medium_airport;LWO
UKLN;medium_airport;CWC
UKLR;medium_airport;RWN
UKLU;medium_airport;UDJ
UKOH;small_airport;KHE
UKON;medium_airport;NLV
UKOO;large_airport;ODS
UKRR;closed;CEJ
UKWW;small_airport;VIN
ULAA;medium_airport;ARH
ULAL;small_airport;LDG
ULAM;medium_airport;NNM
ULAS;small_airport;CSH
ULBC;medium_airport;CEE
ULDD;medium_airport;AMV
ULDW;small_airport;VRI
ULH;medium_airport;ULH
ULKK;medium_airport;KSZ
ULLI;large_airport;LED
ULMK;small_airport;KVK
ULMM;medium_airport;MMK
ULNN;closed;NVR
ULOL;medium_airport;VLU
ULOO;medium_airport;PKV
ULPB;medium_airport;PES
ULSS;closed;RVH
ULWW;medium_airport;VGD
UMBB;medium_airport;BQT
UMGG;medium_airport;GME
UMII;medium_airport;VTB
UMKK;medium_airport;KGD
UMMG;medium_airport;GNA
UMMM;closed;MHP
UMMS;large_airport;MSQ
UMOO;medium_airport;MVQ
UNAA;medium_airport;ABA
UNBB;medium_airport;BAX
UNBG;medium_airport;RGK
UNEE;medium_airport;KEJ
UNII;medium_airport;EIE
UNIP;medium_airport;TGP
UNKL;large_airport;KJA
UNKS;medium_airport;ACS
UNKY;medium_airport;KYZ
UNNT;large_airport;OVB
UNOO;medium_airport;OMS
UNSS;medium_airport;SWT
UNTT;medium_airport;TOF
UNWW;medium_airport;NOZ
UODD;medium_airport;DKS
UOHH;medium_airport;HTG
UOII;medium_airport;IAA
UOOO;medium_airport;NSK
UOTT;small_airport;THX
URB;closed;URB
URKA;medium_airport;AAQ
URKE;medium_airport;EIK
URKG;medium_airport;GDZ
URKK;medium_airport;KRR
URML;medium_airport;MCX
URMM;medium_airport;MRV
URMN;medium_airport;NAL
URMO;medium_airport;OGZ
URMS;medium_airport;IGT
URMT;medium_airport;STW
URRP;large_airport;ROV
URRR;closed;RVI
URRT;medium_airport;TGK
URRY;closed;VLK
URSS;large_airport;AER
URWA;medium_airport;ASF
URWI;medium_airport;ESL
URWW;medium_airport;VOG
US-0133;closed;AHT
US-0370;seaplane_base;BNH
US-0F3;small_airport;RTL
US-BPA;closed;BPA
USCC;medium_airport;CEK
USCM;medium_airport;MQF
USDA;medium_airport;SBT
USDD;medium_airport;SLY
USDK;small_airport;YMK
USDP;small_airport;KKQ
USDS;small_airport;TQL
USDU;small_airport;UEN
USHB;medium_airport;EZV
USHH;medium_airport;HMA
USHI;small_airport;IRM
USHN;medium_airport;NYA
USHS;medium_airport;OVS
USHU;medium_airport;URJ
USHY;medium_airport;EYK
USII;medium_airport;IJK
USKK;medium_airport;KVX
USMM;medium_airport;NYM
USMU;medium_airport;NUX
USNN;medium_airport;NJC
USNR;closed;RAT
USO;closed;USO
USPP;medium_airport;PEE
USRK;medium_airport;KGP
USRN;medium_airport;NFG
USRO;medium_airport;NOJ
USRR;medium_airport;SGC
USSS;large_airport;SVX
USTO;small_airport;TOX
USTR;medium_airport;TJM
USUU;medium_airport;KRO
UT1H;small_airport;BKN
UT25;small_airport;GMV
UTAA;large_airport;ASB
UTAK;medium_airport;KRW
UTAM;medium_airport;MYP
UTAT;medium_airport;TAZ
UTAV;medium_airport;CRZ
UTDD;medium_airport;DYU
UTDK;medium_airport;TJU
UTDL;medium_airport;LBD
UTDT;medium_airport;KQT
UTKA;small_airport;AZN
UTKF;small_airport;FEG
UTKN;small_airport;NMA
UTNN;small_airport;NCU
UTNU;medium_airport;UGC
UTSA;small_airport;NVI
UTSB;medium_airport;BHK
UTSL;small_airport;KSQ
UTSN;small_airport;AFS
UTSS;medium_airport;SKD
UTST;medium_airport;TMJ
UTTT;large_airport;TAS
UTU;small_airport;UTU
UUBA;medium_airport;KMW
UUBB;closed;BKA
UUBC;medium_airport;KLF
UUBI;medium_airport;IWA
UUBK;medium_airport;RYB
UUBP;medium_airport;BZK
UUBW;large_airport;ZIA
UUDD;large_airport;DME
UUDL;small_airport;IAR
UUEE;large_airport;SVO
UUEM;medium_airport;KLD
UUMO;medium_airport;OSF
UUMU;medium_airport;CKL
UUOB;medium_airport;EGO
UUOK;medium_airport;URS
UUOL;medium_airport;LPK
UUOO;medium_airport;VOZ
UUOR;medium_airport;OEL
UUOT;medium_airport;TBW
UUU;small_airport;UUU
UUWR;small_airport;RZN
UUWV;small_airport;TYA
UUWW;large_airport;VKO
UUYH;medium_airport;UCT
UUYI;medium_airport;INA
UUYP;medium_airport;PEX
UUYS;medium_airport;USK
UUYW;medium_airport;VKT
UUYX;medium_airport;UTS
UUYY;medium_airport;SCW
UWGG;medium_airport;GOJ
UWKB;medium_airport;UUA
UWKD;large_airport;KZN
UWKE;medium_airport;NBC
UWKJ;medium_airport;JOK
UWKS;medium_airport;CSY
UWKV;medium_airport;ZIX
UWLL;medium_airport;ULV
UWLW;medium_airport;ULY
UWOO;medium_airport;REN
UWOR;medium_airport;OSW
UWPP;medium_airport;PEZ
UWPS;medium_airport;SKX
UWSB;medium_airport;BWO
UWSS;medium_airport;RTW
UWUB;small_airport;BCX
UWUF;small_airport;NEF
UWUK;small_airport;OKT
UWUU;large_airport;UFA
UWWW;large_airport;KUF
UY-0002;small_airport;RCH
UZM;small_airport;UZM
UZR;small_airport;UZR
VA1G;medium_airport;REW
VA1P;small_airport;DIU
VAAH;medium_airport;AMD
VAAK;medium_airport;AKD
VAAU;medium_airport;IXU
VABB;large_airport;BOM
VABI;medium_airport;PAB
VABJ;medium_airport;BHJ
VABM;medium_airport;IXG
VABO;medium_airport;BDQ
VABP;medium_airport;BHO
VABV;medium_airport;BHU
VADN;medium_airport;NMB
VAGN;small_airport;GUX
VAGO;large_airport;GOI
VAHB;medium_airport;HBX
VAID;medium_airport;IDR
VAJB;medium_airport;JLR
VAJM;medium_airport;JGA
VAKE;medium_airport;IXY
VAKJ;medium_airport;HJR
VAKP;medium_airport;KLH
VAKS;medium_airport;IXK
VAND;medium_airport;NDC
VANP;medium_airport;NAG
VAOZ;medium_airport;ISK
VAPO;medium_airport;PNQ
VAPR;medium_airport;PBD
VARG;medium_airport;RTC
VARK;medium_airport;RAJ
VARP;small_airport;RPR
VASD;medium_airport;SAG
VASL;medium_airport;SSE
VASU;medium_airport;STV
VAUD;medium_airport;UDR
VCBI;large_airport;CMB
VCCA;medium_airport;ACJ
VCCB;medium_airport;BTC
VCCC;medium_airport;RML
VCCG;medium_airport;ADP
VCCH;medium_airport;HIM
VCCJ;medium_airport;JAF
VCCK;medium_airport;KCT
VCCN;small_airport;KTY
VCCS;small_airport;GIU
VCCT;medium_airport;TRR
VCCW;small_airport;WRZ
VCRI;large_airport;HRI
VDBG;medium_airport;BBM
VDKH;medium_airport;KZC
VDKK;small_airport;KKZ
VDKT;small_airport;KTI
VDMK;small_airport;MWV
VDPP;large_airport;PNH
VDRK;medium_airport;RBE
VDSR;large_airport;REP
VDST;medium_airport;TNX
VDSV;small_airport;KOS
VDSY;small_airport;KZD
VE-0095;heliport;ELX
VE-0114;small_airport;LGY
VE-0204;small_airport;ZRZ
VE-0205;small_airport;KTV
VE-0206;small_airport;LAG
VE-0207;small_airport;SFX
VE-0208;small_airport;SVV
VE-0209;small_airport;WOK
VEAN;medium_airport;IXV
VEAT;medium_airport;IXA
VEBD;medium_airport;IXB
VEBG;small_airport;RGH
VEBI;medium_airport;SHL
VEBS;medium_airport;BBI
VECC;large_airport;CCU
VECO;small_airport;COH
VEDB;medium_airport;DBD
VEDG;medium_airport;RDP
VEDZ;small_airport;DEP
VEGK;medium_airport;GOP
VEGT;medium_airport;GAU
VEGY;medium_airport;GAY
VEIM;medium_airport;IMF
VEJP;small_airport;PYB
VEJS;medium_airport;IXW
VEJT;medium_airport;JRH
VEKM;small_airport;IXQ
VEKR;medium_airport;IXH
VEKU;medium_airport;IXS
VEKW;small_airport;IXN
VELP;medium_airport;AJL
VELR;medium_airport;IXI
VEMH;small_airport;LDA
VEMN;medium_airport;DIB
VEMR;medium_airport;DMU
VEMZ;medium_airport;MZU
VEPG;small_airport;IXT
VEPT;medium_airport;PAT
VERC;medium_airport;IXR
VERK;medium_airport;RRK
VERU;small_airport;RUP
VETZ;medium_airport;TEZ
VEVZ;small_airport;VTZ
VEZO;medium_airport;ZER
VGBR;medium_airport;BZL
VGCB;medium_airport;CXB
VGCM;small_airport;CLA
VGEG;medium_airport;CGP
VGIS;medium_airport;IRD
VGJR;medium_airport;JSR
VGLM;small_airport;LLJ
VGRJ;medium_airport;RJH
VGSD;medium_airport;SPD
VGSG;small_airport;TKR
VGSH;small_airport;ZHM
VGSY;medium_airport;ZYL
VGZR;large_airport;DAC
VHHH;large_airport;HKG
VHHX;closed;HKG
VHST;heliport;HHP
VI22;seaplane_base;SPB
VI32;seaplane_base;SSB
VIAG;medium_airport;AGR
VIAL;medium_airport;IXD
VIAR;large_airport;ATQ
VIAX;small_airport;AIP
VIB;closed;VIB
VIBK;medium_airport;BKB
VIBN;medium_airport;VNS
VIBR;medium_airport;KUU
VIBT;medium_airport;BUP
VIBY;medium_airport;BEK
VICG;medium_airport;IXC
VICX;medium_airport;KNU
VIDN;medium_airport;DED
VIDP;large_airport;DEL
VIGG;medium_airport;DHM
VIGR;medium_airport;GWL
VIHR;medium_airport;HSS
VIJO;medium_airport;JDH
VIJP;medium_airport;JAI
VIJR;medium_airport;JSA
VIJU;medium_airport;IXJ
VIKG;medium_airport;KQH
VIKO;medium_airport;KTU
VILD;medium_airport;LUH
VILH;medium_airport;IXL
VILK;medium_airport;LKO
VIPK;medium_airport;IXP
VIPT;medium_airport;PGH
VISM;small_airport;SLV
VISR;medium_airport;SXR
VIST;small_airport;TNI
VIV;small_airport;VIV
VJQ;small_airport;VJQ
VLAP;small_airport;AOU
VLHS;small_airport;HOE
VLLB;medium_airport;LPQ
VLLN;small_airport;LXG
VLOS;small_airport;ODY
VLPS;medium_airport;PKZ
VLSB;small_airport;ZBY
VLSK;medium_airport;ZVK
VLSN;medium_airport;NEU
VLSV;small_airport;VNA
VLTK;small_airport;THK
VLVT;medium_airport;VTE
VLXK;small_airport;XKH
VLXL;small_airport;XIE
VMI;small_airport;VMI
VMMC;large_airport;MFM
VN-0001;medium_airport;VDH
VN-KON;medium_airport;KON
VNBG;small_airport;BJH
VNBJ;small_airport;BHP
VNBL;small_airport;BGL
VNBP;small_airport;BHR
VNBR;small_airport;BJU
VNBT;small_airport;BIT
VNBW;medium_airport;BWA
VNCG;small_airport;BDP
VNDG;small_airport;DNP
VNDH;small_airport;DHI
VNDL;small_airport;DAP
VNDP;small_airport;DOP
VNDT;small_airport;SIH
VNGK;small_airport;GKH
VNJI;small_airport;JIR
VNJL;small_airport;JUM
VNJP;medium_airport;JKR
VNJS;small_airport;JMO
VNKT;large_airport;KTM
VNLD;small_airport;LDN
VNLK;small_airport;LUA
VNLT;small_airport;LTG
VNMA;small_airport;NGX
VNMG;small_airport;MEY
VNMN;small_airport;XMG
VNNG;medium_airport;KEP
VNPK;medium_airport;PKR
VNPL;small_airport;PPL
VNRB;small_airport;RJB
VNRC;small_airport;RHP
VNRK;small_airport;RUK
VNRP;small_airport;RPA
VNRT;small_airport;RUM
VNSB;small_airport;SYH
VNSI;small_airport;SIF
VNSK;small_airport;SKH
VNSR;small_airport;FEB
VNST;small_airport;IMK
VNTJ;medium_airport;TPJ
VNTP;small_airport;TPU
VNTR;small_airport;TMI
VNVT;medium_airport;BIR
VO55;medium_airport;LTU
VO80;small_airport;TCR
VOAT;medium_airport;AGX
VOBI;medium_airport;BEP
VOBL;large_airport;BLR
VOBZ;medium_airport;VGA
VOCB;medium_airport;CJB
VOCI;large_airport;COK
VOCL;large_airport;CCJ
VOCP;medium_airport;CDP
VOCX;medium_airport;CBD
VOHS;large_airport;HYD
VOHY;medium_airport;BPM
VOKN;medium_airport;CNN
VOMD;medium_airport;IXM
VOML;medium_airport;IXE
VOMM;large_airport;MAA
VOMY;small_airport;MYQ
VOPB;medium_airport;IXZ
VOPC;medium_airport;PNY
VOPN;medium_airport;PUT
VORG;small_airport;RMD
VORY;medium_airport;RJA
VOSM;medium_airport;SXV
VOTJ;small_airport;TJV
VOTP;small_airport;TIR
VOTR;medium_airport;TRZ
VOTV;large_airport;TRV
VOWA;small_airport;WGC
VQ10;small_airport;YON
VQBT;small_airport;BUT
VQGP;medium_airport;GLU
VQPR;medium_airport;PBH
VREI;small_airport;IFU
VRMD;small_airport;DRV
VRMF;small_airport;FVM
VRMG;medium_airport;GAN
VRMH;medium_airport;HAQ
VRMK;medium_airport;KDO
VRMM;large_airport;MLE
VRMO;small_airport;GKK
VRMT;medium_airport;KDM
VRMU;small_airport;DDD
VRMV;medium_airport;VAM
VRNT;small_airport;TMF
VTBD;large_airport;DMK
VTBH;small_airport;KKM
VTBK;medium_airport;KDT
VTBO;medium_airport;TDX
VTBS;large_airport;BKK
VTBU;medium_airport;UTP
VTCC;large_airport;CNX
VTCH;medium_airport;HGN
VTCI;small_airport;PYY
VTCL;medium_airport;LPT
VTCN;medium_airport;NNT
VTCP;medium_airport;PRH
VTCT;medium_airport;CEI
VTED;small_airport;BAO
VTPB;medium_airport;PHY
VTPH;medium_airport;HHQ
VTPI;medium_airport;TKH
VTPM;medium_airport;MAQ
VTPO;medium_airport;THS
VTPP;medium_airport;PHS
VTPT;medium_airport;TKT
VTPU;small_airport;UTR
VTSB;medium_airport;URT
VTSC;medium_airport;NAW
VTSE;medium_airport;CJM
VTSF;medium_airport;NST
VTSG;medium_airport;KBV
VTSH;medium_airport;SGZ
VTSK;medium_airport;PAN
VTSM;medium_airport;USM
VTSP;large_airport;HKT
VTSR;medium_airport;UNN
VTSS;medium_airport;HDY
VTST;medium_airport;TST
VTUD;medium_airport;UTH
VTUI;medium_airport;SNO
VTUJ;medium_airport;PXR
VTUK;medium_airport;KKC
VTUL;medium_airport;LOE
VTUO;medium_airport;BFV
VTUQ;medium_airport;NAK
VTUU;medium_airport;UBP
VTUV;medium_airport;ROI
VTUW;medium_airport;KOP
VUU;small_airport;VUU
VVBM;medium_airport;BMV
VVCA;small_airport;VCL
VVCI;medium_airport;HPH
VVCM;medium_airport;CAH
VVCR;medium_airport;CXR
VVCS;medium_airport;VCS
VVCT;medium_airport;VCA
VVDB;medium_airport;DIN
VVDL;medium_airport;DLI
VVDN;large_airport;DAD
VVN;small_airport;VVN
VVNB;large_airport;HAN
VVNS;small_airport;SQH
VVNT;closed;NHA
VVPB;medium_airport;HUI
VVPC;medium_airport;UIH
VVPK;medium_airport;PXU
VVPQ;medium_airport;PQC
VVPR;small_airport;PHA
VVPT;small_airport;PHH
VVRG;medium_airport;VKG
VVTH;medium_airport;TBB
VVTS;large_airport;SGN
VVTX;small_airport;THD
VVVH;medium_airport;VII
VVVT;small_airport;VTG
VYAN;small_airport;VBA
VYBG;small_airport;NYU
VYBM;small_airport;BMO
VYBP;small_airport;VBP
VYDW;medium_airport;TVY
VYEL;medium_airport;NYT
VYGG;small_airport;GAW
VYGW;small_airport;GWA
VYHH;medium_airport;HEH
VYHL;small_airport;HOX
VYHN;small_airport;TIO
VYKG;medium_airport;KET
VYKI;small_airport;KHM
VYKL;small_airport;KMV
VYKP;medium_airport;KYP
VYKT;medium_airport;KAW
VYKU;small_airport;KYT
VYLK;medium_airport;LIW
VYLS;medium_airport;LSH
VYMD;large_airport;MDL
VYME;medium_airport;MGZ
VYMK;medium_airport;MYT
VYMM;small_airport;MNU
VYMN;small_airport;MGU
VYMO;medium_airport;MOE
VYMS;medium_airport;MOG
VYMT;small_airport;MGK
VYMW;small_airport;MWQ
VYMY;small_airport;NYW
VYNS;medium_airport;NMS
VYNT;small_airport;NMT
VYPA;small_airport;PAA
VYPK;small_airport;PAU
VYPN;small_airport;BSX
VYPP;small_airport;PPU
VYPT;medium_airport;PBU
VYPU;small_airport;PKK
VYPY;small_airport;PRU
VYSW;medium_airport;AKY
VYTD;medium_airport;SNW
VYTL;medium_airport;THL
VYYE;small_airport;XYE
VYYY;large_airport;RGN
W33;seaplane_base;FBS
W49;seaplane_base;RSJ
W55;seaplane_base;LKE
WA09;small_airport;RCE
WA44;small_airport;TQQ
WA83;seaplane_base;WSX
WAAA;large_airport;UPG
WAAJ;small_airport;MJU
WAB;closed;WAB
WABB;medium_airport;BIK
WABD;small_airport;ONI
WABG;small_airport;WET
WABI;medium_airport;NBX
WABL;small_airport;ILA
WABN;small_airport;KOX
WABO;small_airport;ZRI
WABP;medium_airport;TIM
WABT;small_airport;EWI
WAD;small_airport;WAD
WADA;small_airport;AMI
WADB;small_airport;BMU
WADD;large_airport;DPS
WADL;medium_airport;LOP
WADS;small_airport;SWQ
WADT;small_airport;TMC
WADW;small_airport;WGP
WAFD;small_airport;LLO
WAJA;small_airport;ARJ
WAJB;small_airport;BUI
WAJI;small_airport;ZRM
WAJJ;large_airport;DJJ
WAJL;small_airport;LHI
WAJM;small_airport;LII
WAJO;small_airport;OKL
WAJR;small_airport;WAR
WAJS;small_airport;SEH
WAJU;small_airport;UBR
WAJW;medium_airport;WMX
WAKD;small_airport;MDP
WAKE;small_airport;BXD
WAKK;medium_airport;MKQ
WAKO;small_airport;OKQ
WAKP;small_airport;KEI
WAKT;small_airport;TMH
WALG;small_airport;TJS
WALJ;small_airport;DTD
WALK;medium_airport;BEJ
WALL;small_airport;BPN
WALR;medium_airport;TRK
WALT;small_airport;TSX
WALV;small_airport;BYQ
WAMA;small_airport;GLX
WAME;small_airport;PGQ
WAMG;small_airport;GTO
WAMH;medium_airport;NAH
WAMI;small_airport;TLI
WAMJ;small_airport;GEB
WAMK;small_airport;KAZ
WAML;medium_airport;PLW
WAMM;medium_airport;MDC
WAMN;small_airport;MNA
WAMP;medium_airport;PSJ
WAMR;medium_airport;OTI
WAMT;medium_airport;TTE
WAMW;medium_airport;LUW
WAMY;small_airport;UOL
WAN;small_airport;WAN
WAOC;small_airport;BTW
WAOI;small_airport;PKN
WAOK;small_airport;KBU
WAON;medium_airport;TJG
WAOO;small_airport;BDJ
WAOP;small_airport;PKY
WAOS;small_airport;SMQ
WAPA;small_airport;AHI
WAPC;small_airport;NDA
WAPD;small_airport;DOB
WAPE;small_airport;MAL
WAPG;small_airport;NRE
