ident;type;iata_code
CYYR;medium_airport;YYR
CYYT;large_airport;YYT
CYYU;medium_airport;YYU
CYYW;medium_airport;YYW
CYYY;medium_airport;YYY
CYYZ;large_airport;YYZ
CYZD;medium_airport;YZD
CYZE;medium_airport;YZE
CYZF;medium_airport;YZF
CYZG;medium_airport;YZG
CYZH;medium_airport;YZH
CYZP;medium_airport;YZP
CYZR;medium_airport;YZR
CYZS;medium_airport;YZS
CYZT;medium_airport;YZT
CYZU;medium_airport;YZU
CYZV;medium_airport;YZV
CYZW;medium_airport;YZW
CYZX;medium_airport;YZX
CZAC;medium_airport;ZAC
CZAM;medium_airport;YSN
CZBB;medium_airport;YDT
CZBD;medium_airport;ILF
CZBF;medium_airport;ZBF
CZBM;medium_airport;ZBM
CZEE;medium_airport;KES
CZEM;medium_airport;ZEM
CZFA;medium_airport;ZFA
CZFD;medium_airport;ZFD
CZFG;medium_airport;XPK
CZFM;medium_airport;ZFM
CZFN;medium_airport;ZFN
CZGF;medium_airport;ZGF
CZGI;medium_airport;ZGI
CZGR;medium_airport;ZGR
CZHP;small_airport;ZHP
CZJ;small_airport;CZJ
CZJG;medium_airport;ZJG
CZJN;medium_airport;ZJN
CZK;small_airport;CZK
CZKE;medium_airport;ZKE
CZLQ;medium_airport;YTD
CZMD;medium_airport;MSA
CZML;small_airport;ZMH
CZMN;medium_airport;PIW
CZMT;medium_airport;ZMT
CZN;small_airport;CZN
CZNG;medium_airport;XPP
CZO;small_airport;CZO
CZPB;medium_airport;ZPB
CZPC;medium_airport;WPC
CZPO;small_airport;ZPO
CZRJ;medium_airport;ZRJ
CZSJ;medium_airport;ZSJ
CZSN;medium_airport;XSI
CZST;medium_airport;ZST
CZSW;seaplane_base;ZSW
CZTA;small_airport;YDV
CZTM;medium_airport;ZTM
CZUC;medium_airport;ZUC
CZUM;small_airport;ZUM
CZWH;medium_airport;XLB
CZWL;medium_airport;ZWL
D38;small_airport;IUA
D66;small_airport;DJN
DA14;small_airport;MQV
DAAB;medium_airport;QLD
DAAD;medium_airport;BUJ
DAAE;medium_airport;BJA
DAAG;large_airport;ALG
DAAJ;medium_airport;DJG
DAAP;medium_airport;VVZ
DAAS;medium_airport;QSF
DAAT;medium_airport;TMR
DAAV;medium_airport;GJL
DAAY;medium_airport;MZW
DABB;medium_airport;AAE
DABC;medium_airport;CZL
DABO;small_airport;QMH
DABP;closed;SKI
DABS;medium_airport;TEE
DABT;medium_airport;BLJ
DAF;small_airport;DAF
DAFH;medium_airport;HRM
DAFI;small_airport;QDJ
DAO;small_airport;DAO
DAOB;medium_airport;TID
DAOF;medium_airport;TIN
DAOI;medium_airport;CFK
DAOL;medium_airport;TAF
DAON;medium_airport;TLM
DAOO;medium_airport;ORN
DAOR;medium_airport;CBH
DAOS;small_airport;BFW
DAOV;medium_airport;MUW
DAOY;small_airport;EBH
DATG;small_airport;INF
DATM;small_airport;BMW
DAUA;medium_airport;AZR
DAUB;medium_airport;BSK
DAUE;medium_airport;ELG
DAUG;medium_airport;GHA
DAUH;medium_airport;HME
DAUI;medium_airport;INZ
DAUK;medium_airport;TGR
DAUL;medium_airport;LOO
DAUO;medium_airport;ELU
DAUT;medium_airport;TMX
DAUU;medium_airport;OGX
DAUZ;medium_airport;IAM
DBBB;medium_airport;COO
DBBD;small_airport;DJA
DBBK;small_airport;KDC
DBBN;small_airport;NAE
DBBP;small_airport;PKO
DBBS;small_airport;SVF
DBC;medium_airport;DBC
DBK;seaplane_base;DBK
DBP;small_airport;DBP
DBU;seaplane_base;DBU
DCG;seaplane_base;DCG
DCK;small_airport;DCK
DCR;closed;DCR
DDM;small_airport;DDM
DE-0419;closed;HDB
DE-0428;closed;PHM
DE-0429;closed;PHM
DER;small_airport;DER
DEX;small_airport;DEX
DFCA;small_airport;XKY
DFCC;small_airport;OUG
DFCJ;small_airport;XDJ
DFCL;small_airport;XLU
DFCP;small_airport;PUP
DFEA;small_airport;XBO
DFEB;small_airport;XBG
DFED;small_airport;DIP
DFEE;small_airport;DOR
DFEF;small_airport;FNG
DFEG;small_airport;XGG
DFEL;small_airport;XKA
DFEM;small_airport;TMQ
DFEP;small_airport;XPA
DFER;small_airport;ARL
DFES;small_airport;XSE
DFET;small_airport;TEG
DFEZ;small_airport;XZA
DFFD;large_airport;OUA
DFOB;small_airport;BNR
DFOD;small_airport;DGU
DFOG;small_airport;XGA
DFON;small_airport;XNU
DFOO;medium_airport;BOY
DFOT;small_airport;TUQ
DFOU;small_airport;XDE
DFOY;small_airport;XAR
DGAA;large_airport;ACC
DGG;closed;DGG
DGLE;medium_airport;TML
DGM;seaplane_base;DGM
DGSI;medium_airport;KMS
DGSN;medium_airport;NYI
DGTK;medium_airport;TKD
DHB;seaplane_base;DHB
DHG;small_airport;DHG
DIAO;small_airport;ABO
DIAP;medium_airport;ABJ
DIAU;small_airport;OGO
DIBI;small_airport;BXI
DIBK;medium_airport;BYK
DIBN;small_airport;BQO
DIBU;small_airport;BDK
DIDK;small_airport;DIM
DIDL;medium_airport;DJO
DIFK;small_airport;FEK
DIGA;small_airport;GGN
DIGL;small_airport;GGO
DIGN;small_airport;BBV
DIKO;medium_airport;HGO
DIMN;medium_airport;MJC
DIOD;small_airport;KEO
DIOF;small_airport;OFI
DISG;small_airport;SEO
DISP;medium_airport;SPY
DISS;small_airport;ZSS
DITB;small_airport;TXU
DITN;small_airport;TOZ
DIW;seaplane_base;DIW
DIYO;medium_airport;ASK
DLR;small_airport;DLR
DN57;small_airport;DKA
DNAA;large_airport;ABV
DNAI;large_airport;QUO
DNAK;medium_airport;AKR
DNAS;medium_airport;ABB
DNBC;medium_airport;BCU
DNBE;medium_airport;BNI
DNCA;medium_airport;CBQ
DNEN;medium_airport;ENU
DNIB;medium_airport;IBA
DNIL;medium_airport;ILR
DNIM;medium_airport;QOW
DNJO;medium_airport;JOS
DNKA;medium_airport;KAD
DNKN;large_airport;KAN
DNMA;medium_airport;MIU
DNMK;medium_airport;MDI
DNMM;large_airport;LOS
DNMN;medium_airport;MXJ
DNPO;medium_airport;PHC
DNSO;medium_airport;SKO
DNYO;medium_airport;YOL
DNZA;medium_airport;ZAR
DOO;small_airport;DOO
DOS;closed;DOS
DPK;closed;DPK
DPT;small_airport;DPT
DPU;closed;DPU
DQA;small_airport;DQA
DRRM;medium_airport;MFQ
DRRN;large_airport;NIM
DRRT;medium_airport;THZ
DRZA;medium_airport;AJY
DRZL;small_airport;RLT
DRZR;medium_airport;ZND
DSG;small_airport;DSG
DTKA;medium_airport;TBJ
DTMB;medium_airport;MIR
DTTA;large_airport;TUN
DTTF;medium_airport;GAF
DTTG;medium_airport;GAE
DTTJ;medium_airport;DJE
DTTR;medium_airport;EBM
DTTX;medium_airport;SFA
DTTZ;medium_airport;TOE
DVD;small_airport;DVD
DWO;seaplane_base;DWO
DWR;small_airport;DWR
DWS;closed;DWS
DXNG;medium_airport;LRL
DXXX;medium_airport;LFW
EAL;small_airport;EAL
EBAW;medium_airport;ANR
EBBR;large_airport;BRU
EBCI;large_airport;CRL
EBKT;medium_airport;KJK
EBLG;large_airport;LGG
EBO;small_airport;EBO
EBOS;medium_airport;OST
EBZR;small_airport;OBL
EC-MZD;small_airport;MZD
EDA;seaplane_base;EDA
EDAC;medium_airport;AOC
EDAH;medium_airport;HDF
EDAU;small_airport;IES
EDAX;small_airport;REB
EDBC;small_airport;CSO
EDBH;small_airport;BBH
EDBM;medium_airport;ZMG
EDBN;medium_airport;FNB
EDCD;medium_airport;CBU
EDCG;small_airport;GTI
EDCK;small_airport;KOQ
EDCP;small_airport;PEF
EDDB;large_airport;SXF
EDDC;large_airport;DRS
EDDE;medium_airport;ERF
EDDF;large_airport;FRA
EDDG;large_airport;FMO
EDDH;large_airport;HAM
EDDI;closed;THF
EDDK;large_airport;CGN
EDDL;large_airport;DUS
EDDM;large_airport;MUC
EDDN;large_airport;NUE
EDDP;large_airport;LEJ
EDDR;medium_airport;SCN
EDDS;large_airport;STR
EDDT;large_airport;TXL
EDDV;large_airport;HAJ
EDDW;large_airport;BRE
EDFE;medium_airport;QEF
EDFH;medium_airport;HHN
EDFM;medium_airport;MHG
EDGE;medium_airport;EIB
EDGS;medium_airport;SGE
EDHI;medium_airport;XFW
EDHK;medium_airport;KEL
EDHL;medium_airport;LBC
EDHN;small_airport;EUM
EDJA;medium_airport;FMM
EDKA;small_airport;AAH
EDKB;small_airport;BNJ
EDLE;small_airport;ESS
EDLI;small_airport;BFE
EDLN;medium_airport;MGL
EDLP;medium_airport;PAD
EDLV;medium_airport;NRN
EDLW;large_airport;DTM
EDMA;medium_airport;AGB
EDMO;medium_airport;OBF
EDMS;small_airport;RBM
EDNY;medium_airport;FDH
EDOP;medium_airport;SZW
EDQD;medium_airport;BYU
EDQE;small_airport;URD
EDQG;small_airport;GHF
EDQM;medium_airport;HOQ
EDRB;small_airport;BBJ
EDRZ;small_airport;ZQW
EDSB;large_airport;FKB
EDTD;medium_airport;ZQL
EDTL;medium_airport;LHA
EDVE;medium_airport;BWE
EDVK;medium_airport;KSF
EDWB;closed;BRV
EDWD;closed;XLW
EDWE;small_airport;EME
EDWG;small_airport;AGE
EDWI;small_airport;WVN
EDWJ;small_airport;JUI
EDWL;small_airport;LGO
EDWR;small_airport;BMK
EDWS;small_airport;NOD
EDWU;small_airport;VAC
EDWY;small_airport;NRD
EDWZ;small_airport;BMR
EDXB;small_airport;HEI
EDXF;small_airport;FLF
EDXH;small_airport;HGL
EDXJ;small_airport;QHU
EDXO;small_airport;PSH
EDXW;medium_airport;GWT
EDXY;small_airport;OHR
EEKA;medium_airport;KDL
EEKE;medium_airport;URE
EEPU;medium_airport;EPU
EETN;large_airport;TLL
EETU;medium_airport;TAY
EFET;medium_airport;ENF
EFG;small_airport;EFG
EFHA;medium_airport;KEV
EFHF;medium_airport;HEM
EFHK;large_airport;HEL
EFHV;small_airport;HYV
EFIT;medium_airport;KTQ
EFIV;medium_airport;IVL
EFJO;medium_airport;JOE
EFJY;medium_airport;JYV
EFKA;medium_airport;KAU
EFKE;medium_airport;KEM
EFKI;medium_airport;KAJ
EFKJ;medium_airport;KHJ
EFKK;medium_airport;KOK
EFKS;medium_airport;KAO
EFKT;medium_airport;KTT
EFKU;medium_airport;KUO
EFLA;small_airport;QLF
EFLP;medium_airport;LPP
EFMA;medium_airport;MHQ
EFMI;medium_airport;MIK
EFOU;medium_airport;OUL
EFPO;medium_airport;POR
EFRO;medium_airport;RVN
EFSA;medium_airport;SVL
EFSI;medium_airport;SJY
EFSO;medium_airport;SOT
EFTP;medium_airport;TMP
EFTU;medium_airport;TKU
EFUT;medium_airport;UTI
EFVA;medium_airport;VAA
EFVR;medium_airport;VRK
EFYL;medium_airport;YLI
EG-AUE;small_airport;AUE
EGAA;large_airport;BFS
EGAB;medium_airport;ENK
EGAC;large_airport;BHD
EGAE;medium_airport;LDY
EGBB;large_airport;BHX
EGBE;medium_airport;CVT
EGBJ;medium_airport;GLO
EGBK;small_airport;ORM
EGBN;medium_airport;NQT
EGBP;small_airport;GBA
EGCC;large_airport;MAN
EGCN;large_airport;DSA
EGDJ;small_airport;UPV
EGDL;closed;LYE
EGDY;medium_airport;YEO
EGEC;medium_airport;CAL
EGED;medium_airport;EOI
EGEF;medium_airport;FIE
EGEH;small_airport;WHS
EGEL;small_airport;COL
EGEN;small_airport;NRL
EGEO;small_airport;OBN
EGEP;small_airport;PPW
EGER;small_airport;SOY
EGES;small_airport;NDY
EGET;small_airport;LWK
EGEW;small_airport;WRY
EGEY;small_airport;CSA
EGFE;medium_airport;HAW
EGFF;large_airport;CWL
EGFH;medium_airport;SWS
EGGD;large_airport;BRS
EGGP;large_airport;LPL
EGGW;large_airport;LTN
EGHC;medium_airport;LEQ
EGHD;closed;PLH
EGHE;medium_airport;ISC
EGHH;large_airport;BOH
EGHI;large_airport;SOU
EGHJ;small_airport;BBP
EGHK;closed;PZE
EGHL;medium_airport;QLA
EGHQ;medium_airport;NQY
EGHR;small_airport;QUG
EGJA;medium_airport;ACI
EGJB;medium_airport;GCI
EGJJ;medium_airport;JER
EGKA;medium_airport;ESH
EGKB;medium_airport;BQH
EGKK;large_airport;LGW
EGKM;closed;WEM
EGKR;small_airport;KRH
EGLC;medium_airport;LCY
EGLF;medium_airport;FAB
EGLK;medium_airport;BBS
EGLL;large_airport;LHR
EGMC;medium_airport;SEN
EGMD;medium_airport;LYX
EGMH;closed;MSE
EGMK;closed;LYM
EGNC;medium_airport;CAX
EGNH;medium_airport;BLK
EGNJ;medium_airport;HUY
EGNL;medium_airport;BWF
EGNM;large_airport;LBA
EGNO;medium_airport;WRT
EGNR;medium_airport;CEG
EGNS;medium_airport;IOM
EGNT;large_airport;NCL
EGNV;medium_airport;MME
EGNX;large_airport;EMA
EGOV;medium_airport;VLY
EGPA;medium_airport;KOI
EGPB;medium_airport;LSI
EGPC;medium_airport;WIC
EGPD;large_airport;ABZ
EGPE;medium_airport;INV
EGPF;large_airport;GLA
EGPH;large_airport;EDI
EGPI;medium_airport;ILY
EGPK;medium_airport;PIK
EGPL;medium_airport;BEB
EGPM;medium_airport;SCS
EGPN;medium_airport;DND
EGPO;medium_airport;SYY
EGPR;medium_airport;BRR
EGPT;small_airport;PSL
EGPU;medium_airport;TRE
EGPW;small_airport;UNT
EGQK;medium_airport;FSS
EGQL;medium_airport;ADX
EGQS;medium_airport;LMO
EGSC;medium_airport;CBG
EGSH;large_airport;NWI
EGSS;large_airport;STN
EGSU;small_airport;QFO
EGTB;small_airport;HYC
EGTE;large_airport;EXT
EGTG;closed;FZO
EGTK;medium_airport;OXF
EGTO;small_airport;RCS
EGUA;closed;UHF
EGUB;medium_airport;BEX
EGUL;large_airport;LKZ
EGUN;large_airport;MHZ
EGUY;medium_airport;QUY
EGVA;large_airport;FFD
EGVF;heliport;PME
EGVJ;closed;BWY
EGVN;large_airport;BZZ
EGVO;medium_airport;ODH
EGWU;medium_airport;NHT
EGWZ;closed;AYH
EGXB;closed;GSY
EGXC;medium_airport;QCY
EGXH;medium_airport;BEQ
EGXJ;closed;OKH
EGXP;medium_airport;SQZ
EGXU;medium_airport;HRT
EGXW;medium_airport;WTN
EGYM;medium_airport;KNF
EGYP;medium_airport;MPN
EHAM;large_airport;AMS
EHBK;medium_airport;MST
EHEH;large_airport;EIN
EHGG;medium_airport;GRQ
EHGR;medium_airport;GLZ
EHKD;medium_airport;DHR
EHLE;medium_airport;LEY
EHLW;medium_airport;LWR
EHRD;medium_airport;RTM
EHSB;closed;UTC
EHTW;medium_airport;ENS
EHVB;closed;LID
EHWO;medium_airport;WOE
EIBN;small_airport;BYT
EIBT;small_airport;BLY
EICA;small_airport;NNR
EICB;closed;CLB
EICK;large_airport;ORK
EICM;medium_airport;GWY
EIDL;medium_airport;CFN
EIDW;large_airport;DUB
EIIM;small_airport;IOR
EIIR;small_airport;INQ
EIKK;small_airport;KKY
EIKN;medium_airport;NOC
EIKY;medium_airport;KIR
EILT;small_airport;LTR
EIMN;small_airport;IIA
EINN;large_airport;SNN
EISG;medium_airport;SXL
EIWF;medium_airport;WAT
EJN;small_airport;EJN
EJT;small_airport;EJT
EKAH;medium_airport;AAR
EKBI;large_airport;BLL
EKCH;large_airport;CPH
EKEB;medium_airport;EBJ
EKKA;medium_airport;KRP
EKLS;small_airport;BYR
EKMB;medium_airport;MRW
EKOD;medium_airport;ODE
EKRK;medium_airport;RKE
EKRN;medium_airport;RNN
EKSB;medium_airport;SGD
EKSN;medium_airport;CNL
EKSP;medium_airport;SKS
EKSV;medium_airport;SQW
EKTS;medium_airport;TED
EKVG;medium_airport;FAE
EKVJ;medium_airport;STA
EKYT;large_airport;AAL
ELLX;large_airport;LUX
ENAL;medium_airport;AES
ENAN;medium_airport;ANX
ENAT;medium_airport;ALF
ENBL;small_airport;FDE
ENBN;medium_airport;BNN
ENBO;large_airport;BOO
ENBR;large_airport;BGO
ENBS;medium_airport;BJF
ENBV;medium_airport;BVG
ENCN;medium_airport;KRS
ENDI;small_airport;DLD
ENDU;medium_airport;BDU
ENEV;medium_airport;EVE
ENFB;closed;FBU
ENFG;medium_airport;VDB
ENFL;medium_airport;FRO
ENGM;large_airport;OSL
ENHA;small_airport;HMR
ENHD;medium_airport;HAU
ENHF;medium_airport;HFT
ENHK;small_airport;HAA
ENHV;medium_airport;HVG
ENKA;small_airport;QKX
ENKB;medium_airport;KSU
ENKL;small_airport;GLL
ENKR;medium_airport;KKN
ENLI;small_airport;FAN
ENLK;medium_airport;LKN
ENMH;medium_airport;MEH
ENML;medium_airport;MOL
ENMS;medium_airport;MJF
ENNA;medium_airport;LKL
ENNK;medium_airport;NVK
ENNM;small_airport;OSY
ENNO;medium_airport;NTB
ENOL;medium_airport;OLA
ENOV;medium_airport;HOV
ENRA;medium_airport;MQN
ENRM;medium_airport;RVK
ENRO;medium_airport;RRS
ENRS;small_airport;RET
ENRY;medium_airport;RYG
ENSB;medium_airport;LYR
ENSD;small_airport;SDN
ENSG;small_airport;SOG
ENSH;medium_airport;SVJ
ENSK;medium_airport;SKN
ENSN;medium_airport;SKE
ENSO;medium_airport;SRP
ENSR;medium_airport;SOJ
ENSS;medium_airport;VAW
ENST;medium_airport;SSJ
ENTC;large_airport;TOS
ENTO;medium_airport;TRF
ENVA;large_airport;TRD
ENVD;medium_airport;VDS
ENVR;heliport;VRY
ENZV;large_airport;SVG
EPBP;medium_airport;BXP
EPBY;medium_airport;BZG
EPCH;small_airport;CZW
EPGD;large_airport;GDN
EPKK;large_airport;KRK
EPKO;small_airport;OSZ
EPKT;large_airport;KTW
EPKW;small_airport;QEO
EPLL;medium_airport;LCJ
EPMO;large_airport;WMI
EPOK;medium_airport;QYD
EPPO;large_airport;POZ
EPRA;medium_airport;RDO
EPRZ;medium_airport;RZE
EPSC;medium_airport;SZZ
EPSK;closed;OSP
EPSY;medium_airport;SZY
EPWA;large_airport;WAW
EPWR;large_airport;WRO
EPZG;medium_airport;IEG
ERT;small_airport;ERT
ESDF;medium_airport;RNB
ESGG;large_airport;GOT
ESGJ;medium_airport;JKG
ESGL;small_airport;LDK
ESGP;medium_airport;GSE
ESGR;medium_airport;KVB
ESGT;medium_airport;THN
ESKK;medium_airport;KSK
ESKM;medium_airport;MXX
ESKN;medium_airport;NYO
ESMK;medium_airport;KID
ESMO;small_airport;OSK
ESMQ;medium_airport;KLR
ESMS;large_airport;MMX
ESMT;medium_airport;HAD
ESMX;medium_airport;VXO
ESND;medium_airport;EVG
ESNG;medium_airport;GEV
ESNH;closed;HUV
ESNK;medium_airport;KRF
ESNL;medium_airport;LYC
ESNN;medium_airport;SDL
ESNO;medium_airport;OER
ESNQ;medium_airport;KRN
ESNS;medium_airport;SFT
ESNU;medium_airport;UME
ESNV;medium_airport;VHM
ESNX;medium_airport;AJR
ESNY;medium_airport;SOO
ESNZ;medium_airport;OSD
ESOE;medium_airport;ORB
ESOH;medium_airport;HFS
ESOK;medium_airport;KSD
ESOW;medium_airport;VST
ESP;closed;ESP
ESPA;large_airport;LLA
ESSA;large_airport;ARN
ESSB;medium_airport;BMA
ESSD;medium_airport;BLE
ESSF;small_airport;HLF
ESSK;medium_airport;GVX
ESSL;medium_airport;LPI
ESSP;medium_airport;NRK
ESST;medium_airport;TYF
ESSU;medium_airport;EKT
ESSV;medium_airport;VBY
ESSW;small_airport;VVK
ESTA;medium_airport;AGH
ESUD;medium_airport;SQO
ESUE;small_airport;IDB
ESUP;medium_airport;PJA
ESUT;medium_airport;HMV
ET-GLC;small_airport;GLC
ET-SHC;small_airport;SHC
ETAD;medium_airport;SPM
ETAR;large_airport;RMS
ETAS;closed;SEX
ETHC;medium_airport;ZCN
ETHF;medium_airport;FRZ
ETIK;heliport;ILH
ETIN;small_airport;KZG
ETMN;medium_airport;FCN
ETNG;medium_airport;GKE
ETNL;medium_airport;RLG
ETNS;medium_airport;WBG
ETOU;medium_airport;WIE
ETSF;medium_airport;FEL
ETSI;medium_airport;IGS
ETUO;closed;GUT
EVDA;medium_airport;DGP
EVLA;medium_airport;LPX
EVRA;large_airport;RIX
EVVA;medium_airport;VNT
EWY;closed;EWY
EXI;seaplane_base;EXI
EYKA;medium_airport;KUN
EYKL;small_airport;KLJ
EYPA;medium_airport;PLQ
EYPP;medium_airport;PNV
EYSA;medium_airport;SQQ
EYVI;large_airport;VNO
F23;small_airport;RGR
FAAB;medium_airport;ALJ
FAAG;medium_airport;AGZ
FAAL;small_airport;ADY
FABE;medium_airport;BIY
FABL;medium_airport;BFN
FABU;small_airport;UTE
FACC;small_airport;ASS
FACD;small_airport;CDO
FACT;large_airport;CPT
FADK;small_airport;DUK
FADQ;small_airport;PZL
FAEL;medium_airport;ELS
FAEM;small_airport;EMG
FAER;small_airport;ELL
FAFB;medium_airport;FCB
FAGC;medium_airport;GCJ
FAGG;large_airport;GRJ
FAGI;small_airport;GIY
FAGM;medium_airport;QRA
FAHL;small_airport;HLW
FAHR;medium_airport;HRS
FAHS;small_airport;HDS
FAJS;large_airport;JNB
FAKD;medium_airport;KXE
FAKM;medium_airport;KIM
FAKN;medium_airport;MQP
FAKP;small_airport;KOF
FAKU;medium_airport;KMH
FAKZ;medium_airport;KLZ
FAL;closed;FAL
FALA;medium_airport;HLA
FALC;medium_airport;LMR
FALD;small_airport;LDZ
FALE;large_airport;DUR
FALK;small_airport;LUJ
FALO;small_airport;LCD
FALW;medium_airport;SDB
FALY;medium_airport;LAY
FAMD;medium_airport;AAM
FAMG;medium_airport;MGH
FAMH;small_airport;MEZ
FAMM;medium_airport;MBD
FAMN;medium_airport;LLE
FAMO;small_airport;MZY
FAMU;medium_airport;MZQ
FANC;medium_airport;NCS
FANG;small_airport;NGL
FANS;small_airport;NLP
FAOB;small_airport;OVG
FAOH;medium_airport;OUH
FAOR;large_airport;JNB
FAPA;small_airport;AFD
FAPE;medium_airport;PLZ
FAPG;medium_airport;PBZ
FAPH;medium_airport;PHW
FAPJ;medium_airport;JOH
FAPK;small_airport;PRK
FAPM;medium_airport;PZB
FAPN;small_airport;NTY
FAPP;medium_airport;PTG
FAPS;medium_airport;PCF
FAQT;medium_airport;UTW
FARB;medium_airport;RCB
FARI;small_airport;RVO
FARS;medium_airport;ROD
FASB;medium_airport;SBU
FASC;medium_airport;ZEC
FASE;small_airport;GSS
FASS;medium_airport;SIS
FASZ;medium_airport;SZK
FATH;small_airport;THY
FATN;small_airport;TCU
FATZ;medium_airport;LTA
FAUL;medium_airport;ULD
FAUP;medium_airport;UTN
FAUT;medium_airport;UTT
FAVB;medium_airport;VRU
FAVG;medium_airport;VIR
FAVR;medium_airport;VRE
FAVY;small_airport;VYD
FAWB;medium_airport;PRY
FAWK;medium_airport;WKF
FBFT;medium_airport;FRW
FBGZ;small_airport;GNZ
FBJW;medium_airport;JWA
FBKE;medium_airport;BBK
FBKR;small_airport;KHW
FBLO;small_airport;LOQ
FBMN;medium_airport;MUB
FBOR;small_airport;ORP
FBPY;small_airport;QPH
FBSK;large_airport;GBE
FBSN;medium_airport;SXN
FBSP;medium_airport;PKW
FBSV;small_airport;SVT
FBSW;small_airport;SWX
FBTL;small_airport;TLD
FBTS;small_airport;TBY
FCBB;medium_airport;BZV
FCBD;small_airport;DJM
FCBK;small_airport;KNJ
FCBL;small_airport;LCO
FCBM;small_airport;MUY
FCBS;small_airport;SIB
FCBY;small_airport;NKY
FCBZ;small_airport;ANJ
FCMM;small_airport;MSX
FCOB;small_airport;BOE
FCOD;medium_airport;OLL
FCOE;small_airport;EWO
FCOG;small_airport;GMM
FCOI;small_airport;ION
FCOK;small_airport;KEE
FCOM;small_airport;MKJ
FCOO;medium_airport;FTX
FCOS;small_airport;SOE
FCOT;small_airport;BTB
FCOU;medium_airport;OUE
FCPA;small_airport;KMK
FCPL;medium_airport;DIS
FCPP;medium_airport;PNR
FDMS;medium_airport;MTS
FDSK;medium_airport;SHO
FEA;small_airport;FEA
FEFC;small_airport;CRF
FEFF;medium_airport;BGF
FEFG;small_airport;BGU
FEFI;small_airport;IRO
FEFM;small_airport;BBY
FEFN;small_airport;NDL
FEFO;small_airport;BOP
FEFR;small_airport;BIV
FEFS;small_airport;BSN
FEFT;medium_airport;BBT
FEFW;small_airport;ODA
FEFY;small_airport;AIG
FEFZ;small_airport;IMO
FEGE;small_airport;MKI
FEGF;small_airport;BTG
FEGL;small_airport;GDI
FEGM;small_airport;BMF
FEGO;small_airport;ODJ
FEGR;small_airport;RFA
FEGU;small_airport;BCF
FEGZ;small_airport;BOZ
FGAB;small_airport;NBN
FGBT;medium_airport;BSG
FGMY;small_airport;GEM
FGSL;medium_airport;SSG
FHAW;medium_airport;ASI
FHSH;small_airport;HLE
FIMP;large_airport;MRU
FIMR;medium_airport;RRG
FIN;small_airport;FIN
FJDG;medium_airport;NKW
FKAN;small_airport;NKS
FKKB;small_airport;KBI
FKKC;medium_airport;TKC
FKKD;medium_airport;DLA
FKKF;small_airport;MMF
FKKG;small_airport;BLC
FKKH;small_airport;KLE
FKKI;small_airport;OUR
FKKJ;small_airport;GXX
FKKL;medium_airport;MVR
FKKM;medium_airport;FOM
FKKN;medium_airport;NGE
FKKO;small_airport;BTA
FKKR;medium_airport;GOU
FKKS;small_airport;DSC
FKKU;medium_airport;BFX
FKKV;medium_airport;BPC
FKKW;small_airport;EBW
FKKY;medium_airport;YAO
FKYS;medium_airport;NSI
FLBA;small_airport;MMQ
FLCP;small_airport;CIP
FLE;closed;FLE
FLJK;small_airport;JEK
FLKE;medium_airport;CGJ
FLKL;small_airport;KLB
FLKO;small_airport;KMZ
FLKS;small_airport;KAA
FLKY;small_airport;ZKB
FLLI;medium_airport;LVI
FLLK;small_airport;LXU
FLLS;large_airport;LUN
FLMA;small_airport;MNS
FLMF;medium_airport;MFU
FLMG;medium_airport;MNR
FLNA;small_airport;ZGM
FLND;medium_airport;NLA
FLSN;small_airport;SXG
FLSO;medium_airport;KIW
FLSS;small_airport;SJQ
FLSW;small_airport;SLI
FLT;small_airport;FLT
FLZB;small_airport;BBZ
FM-ULI;small_airport;ULI
FMCH;medium_airport;HAH
FMCI;medium_airport;NWA
FMCN;small_airport;YVA
FMCV;medium_airport;AJN
FMCZ;medium_airport;DZA
FMEE;medium_airport;RUN
FMEP;medium_airport;ZSE
FMMC;small_airport;WML
FMME;small_airport;ATJ
FMMG;small_airport;WAQ
FMMH;small_airport;VVB
FMMI;large_airport;TNR
FMMK;small_airport;JVA
FMML;small_airport;BMD
FMMN;medium_airport;ZVA
FMMO;small_airport;MXT
FMMQ;small_airport;ILK
FMMR;small_airport;TVA
FMMS;medium_airport;SMS
FMMT;medium_airport;TMM
FMMU;small_airport;WTA
FMMV;medium_airport;MOQ
FMMX;small_airport;WTS
FMMY;small_airport;VAT
FMMZ;small_airport;WAM
FMNA;medium_airport;DIE
FMNC;medium_airport;WMR
FMND;medium_airport;ZWA
FMNE;small_airport;AMB
FMNF;small_airport;WBD
FMNG;small_airport;WPB
FMNH;medium_airport;ANM
FMNL;medium_airport;HVA
FMNM;medium_airport;MJN
FMNN;medium_airport;NOS
FMNO;small_airport;DWB
FMNP;small_airport;WMP
FMNQ;medium_airport;BPY
FMNR;medium_airport;WMN
FMNS;medium_airport;SVB
FMNT;small_airport;TTS
FMNV;medium_airport;VOH
FMNW;medium_airport;WAI
FMNX;small_airport;WMA
FMNZ;small_airport;IVA
FMSB;small_airport;WBO
FMSC;small_airport;WMD
FMSD;medium_airport;FTU
FMSF;medium_airport;WFI
FMSG;small_airport;RVA
FMSI;small_airport;IHO
FMSJ;small_airport;MJA
FMSK;medium_airport;WVK
FMSL;small_airport;OVA
FMSM;medium_airport;MNJ
FMSN;small_airport;TDV
FMSR;medium_airport;MXM
FMST;medium_airport;TLE
